UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,MAHARASHTRA,PRIVATE,NATURAL GAS,NON-RENEWABLE,2019,1410.82,0
UTILITY,MAHARASHTRA,STATE,COAL,NON-RENEWABLE,2019,46133.72,51.78
UTILITY,MAHARASHTRA,STATE,HYDRO,NON-RENEWABLE,2019,3452.24,0
UTILITY,MAHARASHTRA,STATE,NATURAL GAS,NON-RENEWABLE,2019,2574.69,0
UTILITY,ANDHRA PRADESH,CENTRAL,COAL,NON-RENEWABLE,2019,12449.08,71.06
UTILITY,ANDHRA PRADESH,PRIVATE,COAL,NON-RENEWABLE,2019,19190.4,47.83
UTILITY,ANDHRA PRADESH,PRIVATE,NATURAL GAS,NON-RENEWABLE,2019,3924.4,0
UTILITY,ANDHRA PRADESH,STATE,COAL,NON-RENEWABLE,2019,24480.69,55.78
UTILITY,ANDHRA PRADESH,STATE,HYDRO,NON-RENEWABLE,2019,2272.94,0
UTILITY,ANDHRA PRADESH,STATE,NATURAL GAS,NON-RENEWABLE,2019,826.31,0
UTILITY,KARNATAKA,CENTRAL,COAL,NON-RENEWABLE,2019,7566.33,40.07
UTILITY,KARNATAKA,CENTRAL,NUCLEAR,NON-RENEWABLE,2019,7216.53,93.61
UTILITY,KARNATAKA,PRIVATE,COAL,NON-RENEWABLE,2019,9018.44,49.98
UTILITY,KARNATAKA,STATE,COAL,NON-RENEWABLE,2019,13767.97,31.31
UTILITY,KARNATAKA,STATE,HYDRO,NON-RENEWABLE,2019,12187.69,0
UTILITY,KERALA,CENTRAL,NAPHTHA,NON-RENEWABLE,2019,0.81,0
UTILITY,KERALA,STATE,DIESEL,NON-RENEWABLE,2019,4.07,0
UTILITY,KERALA,STATE,HYDRO,NON-RENEWABLE,2019,7320.21,0
UTILITY,PUDUCHERRY,STATE,NATURAL GAS,NON-RENEWABLE,2019,229.88,0
UTILITY,TAMILNADU,CENTRAL,COAL,NON-RENEWABLE,2019,31924.89,66.09
UTILITY,TAMILNADU,PRIVATE,COAL,NON-RENEWABLE,2019,10056.69,38.92
UTILITY,TAMILNADU,CENTRAL,NUCLEAR,NON-RENEWABLE,2019,7633.54,35.71
UTILITY,TAMILNADU,PRIVATE,NATURAL GAS,NON-RENEWABLE,2019,1000.34,0
UTILITY,TAMILNADU,STATE,COAL,NON-RENEWABLE,2019,25977.75,68.65
UTILITY,TAMILNADU,STATE,HYDRO,NON-RENEWABLE,2019,5281.59,0
UTILITY,TAMILNADU,STATE,NAPHTHA,NON-RENEWABLE,2019,0.05,0
UTILITY,TAMILNADU,STATE,NATURAL GAS,NON-RENEWABLE,2019,1903.66,0
UTILITY,TELANGANA,CENTRAL,COAL,NON-RENEWABLE,2019,18547.91,81.44
UTILITY,TELANGANA,STATE,COAL,NON-RENEWABLE,2019,29670.51,79
UTILITY,TELANGANA,STATE,HYDRO,NON-RENEWABLE,2019,1744.61,0
UTILITY,A & N ISLANDS,STATE,DIESEL,NON-RENEWABLE,2019,120.73,0
UTILITY,BIHAR,CENTRAL,COAL,NON-RENEWABLE,2019,32170.52,73.42
UTILITY,JHARKHAND,CENTRAL,COAL,NON-RENEWABLE,2019,13448.53,60.07
UTILITY,JHARKHAND,CENTRAL,HYDRO,NON-RENEWABLE,2019,79.79,0
UTILITY,JHARKHAND,PRIVATE,COAL,NON-RENEWABLE,2019,11663.07,72.25
UTILITY,JHARKHAND,STATE,COAL,NON-RENEWABLE,2019,1689.05,45.91
UTILITY,JHARKHAND,STATE,HYDRO,NON-RENEWABLE,2019,101.19,0
UTILITY,ODISHA,CENTRAL,COAL,NON-RENEWABLE,2019,24849.14,81.98
UTILITY,ODISHA,PRIVATE,COAL,NON-RENEWABLE,2019,12112.32,35.24
UTILITY,ODISHA,STATE,COAL,NON-RENEWABLE,2019,3085.46,83.86
UTILITY,ODISHA,STATE,HYDRO,NON-RENEWABLE,2019,6777.45,0
UTILITY,SIKKIM,CENTRAL,HYDRO,NON-RENEWABLE,2019,3050.55,0
UTILITY,SIKKIM,PRIVATE,HYDRO,NON-RENEWABLE,2019,1713.12,0
UTILITY,SIKKIM,STATE,HYDRO,NON-RENEWABLE,2019,4258.4,0
UTILITY,WEST BENGAL,CENTRAL,COAL,NON-RENEWABLE,2019,38074.01,59.71
UTILITY,WEST BENGAL,CENTRAL,HYDRO,NON-RENEWABLE,2019,1381.87,0
UTILITY,WEST BENGAL,PRIVATE,COAL,NON-RENEWABLE,2019,10990.92,87.8
UTILITY,WEST BENGAL,STATE,COAL,NON-RENEWABLE,2019,24967.32,55.76
UTILITY,WEST BENGAL,STATE,HYDRO,NON-RENEWABLE,2019,1537.94,0
UTILITY,ARUNACHAL PRADESH,CENTRAL,HYDRO,NON-RENEWABLE,2019,1399.02,0
UTILITY,ASSAM,CENTRAL,COAL,NON-RENEWABLE,2019,2824.21,0
UTILITY,ASSAM,CENTRAL,HYDRO,NON-RENEWABLE,2019,1321.64,0
UTILITY,ASSAM,CENTRAL,NATURAL GAS,NON-RENEWABLE,2019,1639.49,0
UTILITY,ASSAM,STATE,HYDRO,NON-RENEWABLE,2019,372.72,0
UTILITY,ASSAM,STATE,NATURAL GAS,NON-RENEWABLE,2019,1066.92,0
UTILITY,MANIPUR,CENTRAL,HYDRO,NON-RENEWABLE,2019,602.61,0
UTILITY,MEGHALAYA,STATE,HYDRO,NON-RENEWABLE,2019,929.53,0
UTILITY,MIZORAM,CENTRAL,HYDRO,NON-RENEWABLE,2019,168.44,0
UTILITY,NAGALAND,CENTRAL,HYDRO,NON-RENEWABLE,2019,231.47,0
UTILITY,TRIPURA,CENTRAL,NATURAL GAS,NON-RENEWABLE,2019,6043.28,0
UTILITY,TRIPURA,STATE,NATURAL GAS,NON-RENEWABLE,2019,587.57,0
UTILITY,ANDHRA PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,514.309,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,ASSAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,BIHAR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,268.229,0
UTILITY,CHHATTISGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,529.894,0
UTILITY,GOA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,GUJARAT,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,80.371,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,339.054,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,JHARKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,2500.37,0
UTILITY,KERALA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,MADHYA PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,112.337,0
UTILITY,MAHARASHTRA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,4433.251,0
UTILITY,MANIPUR,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,MEGHALAYA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,MIZORAM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,NAGALAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,ODISHA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,66.075,0
UTILITY,PUNJAB,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,601.08,0
UTILITY,RAJASTHAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,345.09,0
UTILITY,SIKKIM,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,TAMILNADU,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,395.166,0
UTILITY,TRIPURA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,4428.435,0
UTILITY,UTTARAKHAND,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,109.89,0
UTILITY,WEST BENGAL,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,1284.494,0
UTILITY,A & N ISLANDS,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,CHANDIGARH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,DIU & DAMAN,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,LAKSHADWEEP,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,MULTIPLE STATES,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,TELANGANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,318.444,0
UTILITY,ANDHRA PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,193.118,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0.549,0
UTILITY,ASSAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,14.062,0
UTILITY,BIHAR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,27.743,0
UTILITY,CHHATTISGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,80.054,0
UTILITY,GOA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,GUJARAT,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,86.189,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,250.836,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,2287.928,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,312.196,0
UTILITY,JHARKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,1.763,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,1803.087,0
UTILITY,KERALA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,551.547,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,145.471,0
UTILITY,MAHARASHTRA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,759.07,0
UTILITY,MANIPUR,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,MEGHALAYA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,50.51,0
UTILITY,MIZORAM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,39.963,0
UTILITY,NAGALAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,87.458,0
UTILITY,ODISHA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,266.1,0
UTILITY,PUNJAB,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,351.222,0
UTILITY,RAJASTHAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,5.181,0
UTILITY,SIKKIM,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,28.107,0
UTILITY,TAMILNADU,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,347.973,0
UTILITY,TRIPURA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,74.942,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,31.294,0
UTILITY,UTTARAKHAND,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,676.791,0
UTILITY,WEST BENGAL,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,161.854,0
UTILITY,A & N ISLANDS,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,16.57,0
UTILITY,CHANDIGARH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,DIU & DAMAN,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,LAKSHADWEEP,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,MULTIPLE STATES,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,0,0
UTILITY,TELANGANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,51.173,0
UTILITY,ANDHRA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2019,4965.964,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2019,1.201,0
UTILITY,ASSAM,UTILITY-RE,SOLAR,RENEWABLE,2019,6.668,0
UTILITY,BIHAR,UTILITY-RE,SOLAR,RENEWABLE,2019,179.89,0
UTILITY,CHHATTISGARH,UTILITY-RE,SOLAR,RENEWABLE,2019,335.154,0
UTILITY,GOA,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,GUJARAT,UTILITY-RE,SOLAR,RENEWABLE,2019,2410.325,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2019,72.475,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,JHARKHAND,UTILITY-RE,SOLAR,RENEWABLE,2019,19.146,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2019,7575.83,0
UTILITY,KERALA,UTILITY-RE,SOLAR,RENEWABLE,2019,110.842,0
UTILITY,MADHYA PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2019,2982.29,0
UTILITY,MAHARASHTRA,UTILITY-RE,SOLAR,RENEWABLE,2019,2206.617,0
UTILITY,MANIPUR,UTILITY-RE,SOLAR,RENEWABLE,2019,1.876,0
UTILITY,MEGHALAYA,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,MIZORAM,UTILITY-RE,SOLAR,RENEWABLE,2019,0.121,0
UTILITY,NAGALAND,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,ODISHA,UTILITY-RE,SOLAR,RENEWABLE,2019,263.03,0
UTILITY,PUNJAB,UTILITY-RE,SOLAR,RENEWABLE,2019,1492.902,0
UTILITY,RAJASTHAN,UTILITY-RE,SOLAR,RENEWABLE,2019,5109.351,0
UTILITY,SIKKIM,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,TAMILNADU,UTILITY-RE,SOLAR,RENEWABLE,2019,3554.503,0
UTILITY,TRIPURA,UTILITY-RE,SOLAR,RENEWABLE,2019,7.138,0
UTILITY,UTTAR PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2019,1235.083,0
UTILITY,UTTARAKHAND,UTILITY-RE,SOLAR,RENEWABLE,2019,318.291,0
UTILITY,WEST BENGAL,UTILITY-RE,SOLAR,RENEWABLE,2019,40.651,0
UTILITY,A & N ISLANDS,UTILITY-RE,SOLAR,RENEWABLE,2019,13.862,0
UTILITY,CHANDIGARH,UTILITY-RE,SOLAR,RENEWABLE,2019,13.513,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,SOLAR,RENEWABLE,2019,5.759,0
UTILITY,DIU & DAMAN,UTILITY-RE,SOLAR,RENEWABLE,2019,18.936,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2019,10.835,0
UTILITY,LAKSHADWEEP,UTILITY-RE,SOLAR,RENEWABLE,2019,1.107,0
UTILITY,PUDUCHERRY,UTILITY-RE,SOLAR,RENEWABLE,2019,2.583,0
UTILITY,MULTIPLE STATES,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,TELANGANA,UTILITY-RE,SOLAR,RENEWABLE,2019,6312.258,0
UTILITY,ANDHRA PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,7.27,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,ASSAM,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,BIHAR,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,CHHATTISGARH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,GOA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,GUJARAT,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,HARYANA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,JHARKHAND,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,KARNATAKA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,KERALA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,MADHYA PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,51.108,0
UTILITY,MAHARASHTRA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0.804,0
UTILITY,MANIPUR,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,MEGHALAYA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,MIZORAM,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,NAGALAND,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,ODISHA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,PUNJAB,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,RAJASTHAN,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,SIKKIM,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,TAMILNADU,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,TRIPURA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,UTTAR PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,UTTARAKHAND,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,WEST BENGAL,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,A & N ISLANDS,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,CHANDIGARH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,DADRA & NAGAR HAVELI,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,DIU & DAMAN,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,DELHI,UTILITY-RE,RENEWABLES,RENEWABLE,2019,276.81,0
UTILITY,LAKSHADWEEP,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,PUDUCHERRY,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,MULTIPLE STATES,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,TELANGANA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,89.285,0
UTILITY,ANDHRA PRADESH,UTILITY-RE,WIND,RENEWABLE,2019,8869.852,0
UTILITY,ARUNACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,ASSAM,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,BIHAR,UTILITY-RE,WIND,RENEWABLE,2019,12.28,0
UTILITY,CHHATTISGARH,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,GOA,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,GUJARAT,UTILITY-RE,WIND,RENEWABLE,2019,11389.291,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,JAMMU & KASHMIR,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,JHARKHAND,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2019,9778.248,0
UTILITY,KERALA,UTILITY-RE,WIND,RENEWABLE,2019,107.936,0
UTILITY,MADHYA PRADESH,UTILITY-RE,WIND,RENEWABLE,2019,4965.946,0
UTILITY,MAHARASHTRA,UTILITY-RE,WIND,RENEWABLE,2019,7575.143,0
UTILITY,MANIPUR,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,MEGHALAYA,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,MIZORAM,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,NAGALAND,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,ODISHA,UTILITY-RE,WIND,RENEWABLE,2019,58.229,0
UTILITY,PUNJAB,UTILITY-RE,WIND,RENEWABLE,2019,0,0
UTILITY,RAJASTHAN,UTILITY-RE,WIND,RENEWABLE,2019,6403.776,0
UTILITY,SIKKIM,UTILITY-RE,WIND,RENEWABLE,2019,0,0
